Gene,cluster,padj
Gm37035,5,0.045208231
Itga7,5,0.02568519
Smarcb1,5,0.029022759
Gm2726,5,0.036595215
Zfp277,5,0.004498668
Tm9sf2,5,0.043584414
Tsfm,5,0.03658902
Derl1,5,0.007854819
Rubcn,5,0.021584747
Gm10275,5,0.034264165
Gm15358,5,0.034066519
Ppp2r1a,5,0.007089788
Bag1,5,0.012928138
AW046200,5,0.044242833
Sep-10,5,0.04266693
P4hb,5,0.02520099
Pigk,5,0.019094213
Pxdc1,5,0.023894191
Soat1,5,0.035501981
Zfp706,5,0.009550736
Dcun1d5,5,0.014227134
Gm7634,5,0.023585141
C030006K11Rik,5,0.048093988
Pcf11,5,0.006801764
Igkj1,5,0.003968707
Grcc10,5,0.00467848
Sik3,5,0.034873662
Commd8,5,0.032656317
Gstcd,5,0.022898858
Tprn,5,0.022628581
Als2,5,0.001119843
Gm11450,5,0.009708784
Gm19945,5,0.008316172
Lysmd2,5,0.003516802
Eci1,5,0.014255583
Gm4529,5,0.031358779
Gm43286,5,0.023837101
Gm20568,5,0.026273403
Hid1,5,0.015359312
Gm34934,5,0.007399094
Pdia6,5,0.022945918
Etfdh,5,0.026056931
Pfkl,5,0.002123009
Anxa5,5,0.010567149
Gm47139,5,0.000515596
Micu1,5,0.036400017
Napsa,5,0.032680765
Psmb2,5,0.031326377
Hist1h2ap,5,0.014445576
Gm9167,5,0.02923536
Gm9162,5,0.03936458
Gm12350,5,0.033429132
Gm15393,5,0.022058717
Gm9395,5,0.040152484
Ggact,5,0.023947787
Pomt1,5,0.010910997
Rps12.ps4,5,0.007830453
Fbxw5,5,0.016905254
Gm5446,5,0.007955587
Gca,5,0.028119875
Gm19566,5,0.024950806
Ptges2,5,0.019469635
Gm3052,5,0.036753218
Rpl17.ps5,5,0.021085499
Rsc1a1,5,0.005232667
Csnk2b,5,0.049768466
Osgin1,5,0.028256143
Mrps18c,5,0.035149452
Gm18198,5,0.008991178
Rhoq,5,0.020852745
Gm19811,5,0.0031485
Tm7sf2,5,0.017889323
Zfp445,5,0.042435882
Gm8250,5,0.002969445
Adam4,5,0.000346334
Olfr433,5,0.004498668
Gm5660,5,0.047572802
Smpdl3a,5,0.019994366
X2310030G06Rik,5,0.022242913
D6Wsu163e,5,0.022001119
Rps17,5,0.002565314
Brd2,5,0.000223236
Dync1li1,5,0.014955998
X1810041H14Rik,5,0.032482054
Rpe,5,0.049958974
Chka,5,0.01080488
Gm43245,5,0.035625265
Ebag9,5,0.005288387
Rhno1,5,0.003344811
Gm11874,5,0.031032584
Stx16,5,0.034928369
Ndufv1,5,0.017655449
Gm10257,5,0.026037128
Gm45358,5,0.003555974
Rpl7a,5,0.034066519
Psma1,5,0.004423062
Gm21013,5,0.009697522
Gm15770,5,0.007854819
Snrpg,5,0.029795581
Fblim1,5,0.004994207
Gm21168,5,0.03496852
Gm22656,5,0.039220115
Gm22655,5,0.018937923
Cpq,5,0.04445668
Ak3l2.ps,5,0.025139482
Gm42913,5,0.041499055
Ubxn1,5,0.049958974
Gm44576,5,0.019664461
Depp1,5,0.027303677
Tstd3,5,0.032204083
Gm9939,5,0.023679885
Garem1,5,0.022875497
Ddx6,5,0.037312435
Tufm,5,0.042423246
Ccnt2,5,0.032640971
Rxrb,5,0.000395397
Zbtb2,5,0.012445316
Pbx1,5,0.037883982
Gm30747,5,0.021204759
Ttc14,5,0.033696932
Dph3b.ps,5,0.003853062
Gm43409,5,0.026532303
Gm48712,5,0.003293177
Rps29,5,0.038295361
Cpsf2,5,0.017458074
Gm43198,5,0.044133619
Atp5d,5,0.023238272
Gm17981,5,0.043520631
Gm14322,5,0.016078408
Gm26704,5,0.014913234
Gm6916,5,0.036674203
Gm8137,5,0.027539821
Gm8134,5,0.020762621
Gm10743,5,0.041300921
Gm14038,5,0.042309599
Gm6376,5,0.023128736
Sfmbt1,5,0.038846228
Coq7,5,0.010027725
Dact3,5,0.045462112
Gm37559,5,0.001641604
Rpa2,5,0.032945027
Atf4,5,0.01089122
Lilrb4a,5,0.00665159
Tspo,5,0.013764521
Gm11745,5,0.042423246
AC140336.1,5,0.036005683
Uqcrb,5,0.042425016
Tigar,5,0.016572417
Cacul1,5,0.038744812
Gm2389,5,0.009238221
Coil,5,0.022998941
Nipsnap2,5,0.030216872
Prr22,5,0.018677655
Rragc,5,0.043764911
Gm37655,5,0.000507024
Gpbp1l1,5,0.043126988
Rpl37a,5,0.008991178
Zc3h11a,5,0.034787915
Slc35f5,5,0.040308462
Tm6sf1,5,0.030970327
Gm37515,5,0.02249249
Tbc1d10a,5,0.036771291
Sorbs3,5,0.002973145
Ccnb2.ps,5,0.000223236
Lrriq3,5,0.032662513
Gm11687,5,0.027409249
Gm47310,5,0.002973145
Gm43343,5,0.020152121
Gm24865,5,0.040308462
Gm8254,5,0.022330896
Gm43719,5,0.012485674
Bms1,5,0.002776269
Rps27a.ps1,5,0.04844094
Spata33,5,0.035149452
Tma7.ps,5,0.000395397
Gm7541,5,0.023161306
Gm45522,5,0.038813294
Rfc3,5,0.033221469
Gm45640,5,0.014841126
Gm48931,5,0.043500049
Gpr137b.ps,5,0.047247797
Dok7,5,0.02923536
Eloa,5,0.022169661
Ube2k,5,8.77E-06
Farsa,5,0.0060108
Gm7591,5,0.015445882
Scoc,5,0.041615433
Gm13375,5,0.004312486
Gm42658,5,0.015009476
Ap4b1,5,0.037552625
Smoc2,5,0.047773158
Tiaf2,5,0.005024688
Aldoa.ps4,5,0.007979002
Cmtm8,5,0.043567063
Arpc3,5,0.022898858
Zfp655,5,0.012816346
Ak4,5,0.0015072
Abtb1,5,0.001485867
Gm7760,5,0.006650854
Eno1b,5,0.043322349
Hmg20b,5,0.016572417
X4930539J05Rik,5,0.015272221
Chrdl2,5,0.048630915
Cyb5a,5,0.014227134
Gm44405,5,0.020699551
Sgsm2,5,0.040765171
Gm6444,5,0.034266134
Gm44292,5,0.018849148
Dctn6,5,0.033713329
Gm13347,5,0.021230875
Txlna,5,0.009923941
Gm48325,5,0.003712961
Gm5787,5,0.017214036
Gm6494,5,0.048054718
Gm13370,5,0.010957634
Lamc1,5,0.000552461
Hcst,5,0.001292418
Phf21a,5,0.003550614
Haus2,5,0.04505699
Dedd2,5,0.000560847
Gm16209,5,0.000507024
Gm43364,5,0.027097042
Gm38040,5,0.032644083
Gm41041,5,0.006868684
Shc2,5,0.007512208
Apba3,5,0.005566556
Gm5920,5,0.017858824
Gm8047,5,0.035827053
Gm5597,5,0.048054718
Iqck,5,0.032662513
Gm10033,5,0.032644083
Mrpl23,5,0.001851309
Gm19620,5,0.012909407
Ctr9,5,0.000935526
Fgf12,6,0.024587909
Pigyl,6,0.004780967
Gm44254,6,0.018677655
Calcoco1,6,0.02730848
Ss18l2,6,0.045208231
Tfg,6,0.01046013
Yipf5,6,0.044782919
Gm38336,6,0.014258685
Rn7sk,6,0.000178431
Gm17055,6,0.020587738
Gm26167,6,0.002109973
CR555305.3,6,0.030337927
Pdzrn3,6,0.025858888
Gm5867,6,0.0060108
Gm10161,6,0.01597873
Mrps31,6,0.022628581
Gm44954,6,0.001307277
Coro7,6,0.0476371
Gm17932,6,0.030216872
Rcc1l,6,0.041074199
A130014A01Rik,6,0.033997748
Gm6055,6,0.011580108
Wdr46,6,0.003889893
Gm5213,6,0.040872261
Gm4759,6,0.001292418
Gm27538,6,0.035110988
Gdpd5,6,0.015218122
Gm26943,6,0.018269532
Atxn7l3b,6,0.009467814
AC174383.2,6,0.009188187
Gm50003,6,0.01721239
Gm47862,6,0.001714805
AU020206,6,0.045571365
X5430427N15Rik,6,0.023242879
Olfr1372.ps1,6,0.004312486
Rnu3b1,6,0.016575361
X1700084J12Rik,6,0.042337325
Gm19015,6,0.026695371
Gm13333,6,0.002076155
Cers2,6,0.049326514
Vps54,6,0.005566556
Ehd4,6,0.04453519
Gm25604,6,0.003490446
D8Ertd738e,6,0.028329896
Ccdc91,6,0.02520099
Acadl,6,0.007649799
Gm26827,6,0.009648532
Gm15838,6,0.002087325
Rpl7,6,0.005566556
Papolb,6,0.010567149
Adrb2,6,0.037980958
Gm24210,6,4.43E-05
Gpx8,6,0.014227134
Gm43155,6,0.049748296
Gorasp2,6,0.028344724
Gm17199,6,0.027502632
Gm8177,6,0.01630018
Man1a,6,0.033524684
Tmem81,6,0.039008598
Prpf18,6,0.023603886
Gm6240,6,0.010076843
Spc24,6,0.002405642
Gm22519,6,3.49E-05
X1600020E01Rik,6,0.033639068
Sec63,6,0.002602771
AC124512.1,6,0.018575495
Gm5990,6,0.003459342
Gm18711,6,0.042290237
Gm6723,6,0.010767037
Gm6727,6,0.014295024
X4930590H14Rik,6,0.009299071
Olfr1029,6,0.010670043
Trappc13,6,0.010978334
Bhlhe40,6,0.000449974
Ncbp2,6,0.037584172
Hibch,6,0.035219177
Bnip1,6,0.032505461
Capns1,6,0.006713113
Hnrnpd,6,0.048131181
Gm10169,6,0.002795011
Pole,6,0.000855743
Dctn5,6,0.009615967
Gm27942,6,0.000904968
Gm5070,6,0.030404713
Mettl7a3,6,0.006317581
Gm6286,6,0.015701981
Hes6,6,0.009385159
Rd3,6,0.013115922
Gm37607,6,0.010670879
Pycr2,6,0.017080959
Gm14231,6,0.012346807
Gm42464,6,0.016572417
Gm29164,6,0.000478176
Srsf7,6,0.030795431
Plat,6,0.004045693
Aif1l,6,0.012800422
Dusp11,6,0.00117524
Add3,6,0.004050102
Rpl39.ps,6,0.020313008
Ctsc,6,0.048749358
Gm17214,6,0.021285613
Gm28580,6,0.002818722
Mapk10,6,0.0087061
Gm7287,6,0.023216517
Flot2,6,0.017521327
Ccpg1os,6,0.042423246
Gm11255,6,0.005566556
Gm4841,6,0.018856103
Gm9030,6,0.019830545
Gm36199,6,0.012121314
Gm9474,6,0.016221976
Gm18988,6,0.016744118
Gm37052,6,0.045462112
Taf12,6,0.017458074
Hspa5,6,0.004423062
Gm16425,6,0.008285644
Cbarp,6,0.048254179
Eif2ak2,6,0.040308462
Slc26a10,6,0.046028996
Gm10101,6,0.024816829
Ckb.ps2,6,0.03400406
Gpnmb,6,0.040469655
Tnks1bp1,6,0.000223236
X1700019A23Rik,6,0.010918333
Ndufv2,6,0.035219177
Sec61a2,6,0.006587977
Gm5702,6,0.035081009
Mapk9,6,0.003435592
Gm49123,6,0.035091551
Prox2,6,0.008229167
Gm15304,6,1.23E-07
Gm15303,6,1.78E-05
Mmachc,6,0.012445151
Oaf,6,0.000610047
Gm16284,6,0.043150589
Nat14,6,0.037702281
AC131105.1,6,0.027816454
Acss2,6,0.035992271
Rpl19.ps3,6,0.010670043
Rpl19.ps7,6,0.012236265
Gm13622,6,0.036414171
Atp6v1c1,6,0.034066519
Anapc16,6,0.039101205
Gm6204,6,0.032415118
AC166172.3,6,0.036248463
Gm7926,6,0.02585839
Gm5389,6,0.018704298
Gm26397,6,0.016712464
Selenok,6,2.59E-06
Ilkap,6,0.009463735
Gm4644,6,0.023484673
Tgs1,6,0.029701059
Gm42664,6,0.005395059
Gm12716,6,0.02520099
Tmem230,6,0.038796696
Gm37923,6,0.030507723
Gm43180,6,0.0130109
Gm10524,6,0.012763162
Rpl30,6,0.027562717
Rpl3l,6,3.49E-05
Gm43424,6,0.013121848
Gm11816,6,0.023023417
Gm15314,6,0.017990761
Morc2a,6,0.037212111
Galnt15,6,0.025885233
Krtcap2,6,0.046677666
Gm7200,6,0.038135739
Ube2m,6,0.034928369
Gm9885,6,0.032656317
Crot,6,0.004421429
Tmem120b,6,0.002707794
Gm17477,6,0.002796327
Ramp1,6,0.001307277
Gm25526,6,0.008762194
Ascc1,6,3.01E-05
Gm27026,6,0.000395397
Gm11805,6,0.007548196
Malat1,6,0.048406765
Rbm24,6,0.046293861
Gm25301,6,0.048842053
Gm20100,6,0.002973145
X5930403N24Rik,6,0.033746992
Xpo7,6,1.27E-05
Syne1,6,0.049046203
Gm49017,6,0.009591679
Vcl,6,0.01630018
Gm11796,6,0.020762621
Gtf2h2,6,0.020816459
Lactb,6,0.003780608
Gm15702,6,0.00780991
Gm36486,6,0.021254746
Gm4778,6,0.04700752
Gm7802,6,0.033099846
Cep131,6,0.043584414
Gm8115,6,0.037687016
Gm13161,6,0.01906456
Zfp956,6,0.003507007
Gm48958,6,0.018926851
Mar-08,6,0.013569699
n.R5s202,6,0.032381514
Gm26348,6,0.018078709
Gm29245,6,0.002434608
Pcdhga9,6,0.005850556
Rps15a.ps6,7,0.034928369
Cldn5,7,0.009619365
Gm9694,7,0.038723637
Ednra,7,0.000675585
Apbb2,7,0.045450621
Arl1,7,0.011991336
X9530050K03Rik,7,0.032402133
Gm47178,7,0.045473478
Mrap,7,0.002815248
Gm7468,7,0.002995939
Tgif2.ps2,7,0.024694393
Armc10,7,0.009980754
Dsn1,7,0.023413862
Gm15504,7,0.014193024
Hmgb1.ps11,7,0.009074615
Arl6ip1,7,0.02021149
Gm1821,7,0.022628581
Sema3b,7,0.027563497
Eri3,7,0.034551813
Gm4895,7,0.045450621
Rufy2,7,0.017458074
Trpc4ap,7,0.024414003
Polr2g,7,0.02140978
Rrn3,7,0.019245915
Ifi202b,7,0.016448342
Szrd1,7,0.014255583
Katnbl1,7,0.017284722
Hpn,7,0.003779694
Gm12928,7,0.042770375
Mrps27,7,0.025885233
P2ry1,7,0.033164289
Palmd,7,0.022347731
Vps52,7,0.022254858
X4833412K13Rik,7,0.045598316
Map6,7,0.022998941
Cpxm1,7,0.007649799
Ap5m1,7,2.52E-06
Gm17181,7,0.040704096
Gm8168,7,0.029795581
Gm7712,7,0.013850025
Pam16,7,0.012346807
Glt8d1,7,0.032680765
Tcea2,7,0.041209407
Hdac4,7,0.025711049
Gm5191,7,0.001714805
Gm28927,7,0.02623311
Gm5844,7,0.01046013
Gm12164,7,0.040152484
Abcb1b,7,0.020567496
Gm26823,7,0.042309599
X1810058I24Rik,7,0.027296791
Kat2a,7,0.013722391
Gm24500,7,0.001832408
Chmp1b,7,0.022058717
Gm11517,7,0.025711049
Hmgcl,7,0.006796788
Cbx3.ps5,7,0.002190988
Gm29610,7,0.005528306
Atrip,7,0.018064958
Slc41a3,7,0.016271548
Sf3a1,7,0.03377391
Gm47261,7,0.031137769
Ppil3,7,0.035763119
Rmi1,7,0.025236381
Gm12943,7,0.02585839
Gm6900,7,0.00195444
Gm42789,7,0.01954191
Snhg3,7,0.039220115
Gm12286,7,0.022069897
Ttc39d,7,0.046028996
Gm11270,7,0.006637197
Gm38227,7,0.014165876
Trak2,7,0.034620245
Myoz2,7,0.00516107
Jam2,7,0.010767037
Gng8,7,0.01597873
Gm23084,7,0.018856103
Gm9523,7,0.039914075
Trnau1ap,7,0.003621471
Gm4705,7,0.008762194
Gm6877,7,0.00159278
Ptn,7,0.028775146
Mcm3ap,7,0.028581718
Ttll13,7,0.035091396
Gm5996,7,0.028256143
Gm43917,7,0.026916732
Gm12293,7,0.034766621
AC163620.1,7,0.005288387
Calm1,7,0.049085941
Gm43672,7,0.047788846
Gm45290,7,0.01773712
Pdia3,7,0.010670043
Gm45151,7,0.031650065
Accs,7,0.045462112
Txn.ps1,7,0.018704298
Gm45873,7,0.033786231
Tmem87a,7,0.003479644
Rab20,7,0.01906456
Ttc30a2,7,0.004454954
Gm37336,7,0.02494309
Snap23,7,0.029074299
Tpi.rs10,7,0.006942505
Rpl17.ps7,7,0.034787915
Trpc3,7,0.049684256
Ndufaf4,7,0.043578014
Eno2,7,0.013806127
Mgat4a,7,8.77E-06
Gm4938,7,0.037611982
Banp,7,0.006057165
Gm7684,7,0.035989746
Asf1a,7,0.044569559
Adam6a,7,0.012928138
Gm10652,7,9.09E-06
Gm30708,7,0.019556735
Bap1,7,0.040805846
Gm17230,7,0.004219133
Gm5457,7,0.04154186
Gm13887,7,0.037941634
Rpl26.ps5,7,3.49E-05
Mtch1,7,0.017786211
Gm45758,7,0.007604857
Cttnbp2,7,0.012236265
Gm13450,7,0.040152484
Gm4940,7,0.005463508
Evc2,7,0.042381243
Gm23946,7,0.022616205
Tpm4,7,0.006130392
Zbed4.ps3,7,0.007585962
Gm49194,7,0.035989746
Rps21,7,0.04700752
Crip1,7,0.014688201
Gm43190,7,0.027502632
Car11,7,0.044080827
Spsb2,7,0.005566556
Gm5703,7,0.005436835
Mocs3,7,0.02623311
Topbp1.ps2,7,0.047568291
Gm12857,7,0.045122029
Rspry1,7,0.005343966
Trir,7,0.017303373
Alyref2,7,0.023821707
Ruvbl2,7,0.029838513
Ppp1r12a,7,0.005909827
Eif4a3,7,0.039264287
Gm24339,7,0.007604857
Gm42503,7,0.001662074
Gm826,7,0.042423246
Kcna7,7,0.032945027
Trmt112.ps1,7,0.025170049
Gm49641,7,0.006942505
Gm17764,7,0.018856103
Psmg1,7,0.041971135
Rgs6,7,0.006587977
Wdr36,7,0.027502632
Sowahc,7,0.023894191
Gm8385,7,0.003877466
AC132307.5,7,0.030424928
Gm47239,7,0.002973145
Rpl27.ps2,7,0.049085941
Gm24463,7,0.036398031
Gm6457,7,0.046201245
Ptbp1,7,0.005601705
Lcmt1,7,0.014364827
Gm9731,7,0.010371581
Gm11620,7,0.038238953
Tbcel,7,0.022564639
Castor2,7,0.033846584
Mir133a.1hg,7,0.032945027
Casp7,7,0.026750409
Ranbp2.ps3,7,0.03350121
Tsen34,7,0.038755332
Gm9877,7,0.017169728
Dbf4,7,0.019936543
Eef1g,7,0.028900929
Obox4.ps1,7,0.024268787
Ankrd28,7,0.016284942
Ppp1r14b,7,0.004420271
Nfrkb,7,0.029677181
Rgl3,7,0.017458074
Gm21559,7,0.001191273
U2af2,7,0.016815799
Gm17745,7,0.046028996
X9530056K15Rik,7,0.01046013
Mturn,7,4.43E-05
Hdhd3,7,0.043567063
Bckdhb,7,0.002985733
Hus1b,7,0.033760619
Gm9354,7,0.048383586
Gm7266,7,0.013464859
Gm10175,7,0.044167677
Gm37759,7,0.01553823
Gm48079,7,0.040394888
Gm5526,7,0.003422361
AC164009.1,8,0.044921752
Hif1an,8,0.017303373
Gm10400,8,0.039264287
AC137853.1,8,0.002818722
Rps7.ps2,8,0.019978088
Arl4a,8,0.048054718
Gm8146,8,0.012009654
Yipf6,8,0.001626154
Gm4157,8,0.022726365
Elp3,8,0.024691018
Gm10709,8,0.030216872
Pin4,8,0.039006183
Plekha4,8,0.002105613
Gm7781,8,0.004441908
Gm7816,8,0.028245227
Mon2,8,0.028449633
Plp1,8,0.025979571
Bex1,8,0.00041214
Mrps28,8,0.004309055
Gm8545,8,0.012619071
Exoc1,8,0.022616205
Gm6467,8,0.035912213
Gm48067,8,0.023917216
Gm5697,8,0.037259018
Ddx46,8,0.01046013
Gm5551,8,0.004398194
X9130008F23Rik,8,0.006386191
Rab11fip5,8,0.027832195
Phb2,8,0.022747361
Zdhhc4,8,0.039169051
Rab11b.ps2,8,0.043866015
Gm4819,8,0.016545612
Abcb7,8,0.002506525
Abcb6,8,0.004454954
Pabpc1l2a.ps,8,0.001485867
Nfatc3,8,0.009591679
Gm5760,8,0.048874013
Gm5762,8,0.039685819
Islr,8,0.003349239
Gm19688,8,0.001507715
Gprasp1,8,0.003749457
Smarcd1,8,0.020852745
Nap1l1,8,0.00287136
Nap1l2,8,0.006679901
Nap1l3,8,0.004454954
Igf1r,8,0.014364827
Trmt1l,8,0.025236381
Cox6c2,8,0.031094237
Gm49499,8,0.027092156
X4921524J17Rik,8,0.017446308
Gm7693,8,0.046516456
Gm20712,8,0.007548196
Axin2,8,0.025423267
Gm43304,8,0.006868684
Atraid,8,0.023492183
Armt1,8,0.006324643
Rwdd4a,8,0.004454954
Las1l,8,0.003555974
Sergef,8,0.011288516
Gm18338,8,0.042425016
Gm22358,8,0.022898858
Gm43566,8,0.016198899
Ap1b1,8,0.010027725
Gm47280,8,0.029940429
Polr2d,8,0.02402671
Gm17415,8,0.005727057
Gm17795,8,0.004135527
Kctd9,8,0.012923949
Rtcb,8,0.045153265
Ces1d,8,0.038723637
Gm5976,8,0.008458879
Bc1,8,0.036272497
Ccdc34,8,0.044794813
Gm47863,8,0.00681836
Oser1,8,0.020916819
Fgfrl1,8,0.024192538
Gm24095,8,0.002481236
Gm37637,8,0.01193648
Gm8797,8,0.031407754
Ift57,8,0.005566556
Cox4i1,8,0.013989434
Tram1,8,0.025236381
Top2b,8,0.018024148
Pros1,8,0.006595988
Cpne9,8,0.002973145
Gm49506,8,0.038477183
Trp53bp1,8,0.013000742
Gm15078,8,0.026385753
Gm15079,8,0.002292952
Gm9299,8,0.0173776
Rab27a,8,0.042444711
Dnajb2,8,0.028672635
Zc3h10,8,0.000456677
Gdap1,8,0.030216872
Nelfe,8,0.018547627
Gm9364,8,0.0290883
Mir709,8,0.031010987
Gm17271,8,0.005428257
Gm47553,8,0.044497083
Nicn1,8,0.001097395
Hcn2,8,0.01954191
Prkcd,8,0.04558864
Pold4,8,0.034787915
Gsta4,8,0.005566556
Gm48137,8,0.033713329
Mageb2,8,0.001485867
Mir7646,8,0.001496152
Cald1,8,0.007997396
BC031181,8,0.007585962
Camk2n1,8,0.020365156
Ufsp1,8,0.000933286
X1700029I15Rik,8,0.022552411
Ddx21,8,0.000395397
Gm27740,8,0.023402415
Acp6,8,0.049724591
Hmgn2l6,8,0.027832195
Arhgef15,8,0.047568291
P2rx7,8,0.005495566
Cox7b,8,0.003441245
Gm11996,8,0.007432351
Rpl41,8,0.000136685
Safb2,8,0.034066519
Hs6st1,8,1.25E-06
Gm21370,8,0.00189831
Chmp1a,8,0.008316172
Tnfaip8,8,0.034066519
Cwc27,8,0.018548215
Kcnk3,8,0.034066519
Gm25612,8,0.006403621
X4933436F18Rik,8,0.012346807
Asb12,8,0.033164289
Gm47439,8,0.034724455
Rps12.ps22,8,0.001307277
Gm26205,8,0.034490965
Hcfc1r1.ps1,8,0.006632932
Gm3791,8,0.048177581
Gm14857,8,0.021010222
Procr,8,0.023679885
Gm48856,8,0.046778753
Gm24187,8,0.046676183
Pak1ip1,8,0.00431406
Gm6190,8,0.031650065
Gm13123,8,0.018704298
Ophn1,8,0.006587977
Gm26415,8,0.004217747
Gm10132,8,0.033164289
Rpl13.ps2,8,0.014227134
Coprs,8,0.018730492
Gm4917,8,0.001662074
Gm5643,8,0.025139482
Gm5648,8,0.041617552
Tnfrsf4,8,0.003385822
Fhl1,8,0.017188958
Porcn,8,0.038714875
Gm37106,8,0.040308462
Adi1,8,0.015170252
Gm371,8,0.043912938
Asxl2,8,0.027403234
Tnik,8,0.047422469
Mnat1,8,0.029005552
Zdhhc12,8,0.002123009
Bnip3,8,0.017311224
Gm35883,8,0.042309599
Psmc5,8,0.025582949
Gm12015,8,0.009415819
Sema4c,8,0.014193024
Sri,8,0.006796007
Gm14843,8,0.022213521
Nxt2,8,0.010350588
Tmem175,8,0.031010987
Ptma,8,0.042406795
Gm7733,8,0.004398194
Gm3774,8,0.010076843
Zbtb18,8,0.001081874
Gm14861,8,0.011330167
Mdm4.ps,8,0.038737506
Wrnip1,8,0.040308462
Scyl2,8,0.020998301
Gm7429,8,0.019929426
Acsl5,8,0.030404713
Gm7855,8,0.007604857
Gm5944,8,0.004135527
Mir142,8,0.017668417
Hacd2,8,0.015445882
Swt1,8,0.001043579
Mlh1,8,0.001852462
H2.DMa,8,0.04700752
Phyh,8,0.025078176
Gm5943,8,0.0001683
Gm8587,8,0.00159278
Pttg1,8,0.036693009
Zfp457,8,0.005525558
Gm49096,8,4.43E-05
Gm9062,8,0.040663385
Trpm4,8,0.009415819
Coa4,8,0.030505847
Magee1,8,0.031204492
Nit1,8,0.00442262
A730091E23Rik,8,0.016814272
Gm44916,8,0.001714805
Vcp.rs,8,0.00036563
Aldh6a1,8,0.041380386
Irf2,8,0.017825184
Hmga1,8,0.034266134
Gm7117,8,0.000178431
Mrpl28,8,0.004312486
Srsf4,8,0.049156147
E030030I06Rik,8,0.010945731
Gm10521,8,0.002973145
X6030460B20Rik,8,0.03377391
Gm49760,8,0.023775922
Gm9164,8,0.024639146
Plekhg5,8,0.002481236
Tpd52,8,0.039771755
Dusp19,8,4.43E-05
Gm38253,8,0.010521014
Gm5253,8,0.000876083
Pgk1,8,0.000407618
S100a4,8,0.024449972
Gm14878,8,3.84E-05
Gm6226,8,0.01706886
Xkrx,8,7.42E-05
Gm48909,8,0.023821707
Pdp2,8,0.026342061
Pmm1,8,0.028640563
Gm14984,8,0.005232667
Tsr1,8,0.014312077
Gm49215,8,0.006796007
Apoc1,8,0.027816454
Gm5046,8,0.017990761
Fam107a,8,0.020893821
Csnk2a1.ps,8,0.017889323
Vps13a,8,0.046121183
Gm11282,8,0.032075953
Gm12739,8,0.049754524
Alkbh4,8,0.006580855
Gm43050,8,0.032854055
Slc25a53,8,0.046189737
Vmn1r177,8,0.031035406
Atf1.ps,8,0.036595215
Gm42522,8,0.016491997
Pdzd11,8,0.003385822
Stard13,8,0.027539821
Chrm3,8,0.008063557
Gm8899,8,0.028000111
Gm9078,8,0.014295024
Ints13,8,0.023242879
Maged1,8,0.021254746
Tpbgl,8,0.011334747
Gm38366,8,0.039409476
Gm8661,8,0.036400017
Gm49131,8,0.012682424
Gm30984,8,0.044488178
Ndufv3,8,0.03933687
X1700008J07Rik,8,0.002309708
Rtp4,8,0.00277171
Hspa2,8,0.000449974
Gm21939,8,0.021254746
Gm6368,8,0.002973145
Gm5268,8,0.011208667
Tspan17,8,0.047471296
Gm14925,8,0.036753218
Gm14927,8,3.11E-07
Gm14921,8,0.008177596
Cfl2,8,0.029082694
Spg20,8,0.007604857
Agtrap,8,0.049724591
Arxes1,8,0.016522256
Elac2,8,0.015204483
Rpl10a.ps3,8,0.003233401
Gm4991,8,0.009955637
Gm4993,8,0.000778529
Gm7222,8,0.006130392
Psmd10,8,0.032337528
C1d,8,0.017878028
Necap1,8,0.010069078
Tmed10.ps,8,0.039236628
Gm8296,8,0.001259885
Rpl36a,8,0.001518957
Hyal2,8,0.032680765
Gm6847,8,0.029838513
Gm20559,8,0.046905862
Gm9817,8,0.045745984
Smarcc1,8,0.009552857
Gm43352,8,0.038079018
Klc4,8,0.038477183
Nup205,8,0.033334095
Rpl31.ps10,8,0.008601019
Rpl31.ps15,8,0.005200807
Odf2l,8,0.001980476
Rbpms,8,0.009394188
Gm25654,8,0.007393573
Gm32858,8,0.018575495
Gtpbp4.ps2,8,0.036595215
AC131675.2,8,0.049995604
Rpl30.ps6,8,0.016198899
Prxl2a,8,0.019688122
Cdk20,8,0.010534945
Gm14897,8,7.42E-05
Dennd4a,8,0.024879509
Ube2g1,8,0.029993934
Kmt5b,8,0.021930589
Aprt.ps,8,0.027832195
Gm13937,8,0.007559873
Ercc6,8,0.002973145
Gm36988,8,0.0433935
Gm8983,8,0.000669032
Ndufs8,8,0.007927618
Ttc36,8,0.002298115
Gm18493,8,0.000369838
Gm29041,8,0.005566556
Crybb3,8,0.042444711
Dcaf8,8,0.018856103
Triap1,8,0.02585839
Prune1,8,0.017169728
Gm38340,8,0.036451468
Gm1866,8,0.025893834
Ogdh,8,0.000630532
Gm15007,8,0.000675585
Gm8602,8,0.047206948
Gm8603,8,0.022552411
Sod1,8,0.005288387
Acer2,8,0.003736732
Gm43428,8,0.032854055
Gm6153,8,0.048039325
Gm3531,8,0.027331928
Hmgn5,8,0.027498699
Smcr8,8,0.011163844
Ppp2r5e,8,0.012763162
X2310057M21Rik,8,0.022222417
Gm8069,8,0.000556771
Tra2a,8,0.002973145
Gpr137,8,0.030851298
Trim47,8,0.008991178
Ldhal6b,8,0.002045974
Mapk1,8,0.03377391
Gm12852,8,0.010755712
Gm49970,8,0.022898858
Mri1,8,0.001722662
AC132307.1,8,0.030897122
Map2k1,8,0.021993688
Gm5434,8,0.039008598
Gm26049,8,0.028775146
Gm48934,8,0.017858824
Ppp1r15a,8,0.003028116
